tiempo	presion	sonido	sonido rectificado y amplificado
38,493	138,208	-0,0161743	0,001177248
38,494	138,208	-0,0146484	0
38,495	138,208	0,00595093	0
38,496	138,208	0,0175476	0,002871358
38,497	138,208	0,0120544	0
38,498	138,208	0,00183105	0
38,499	138,184	-0,00488281	0
38,5	138,184	-0,0120544	0
38,501	138,184	0,0198364	0,004810234
38,502	138,184	0,0205994	0,004205111
38,503	138,184	-0,00305176	0
38,504	138,184	-0,0164795	0,003232102
38,505	138,184	-0,0318909	0,021036636
38,506	138,184	0,00839233	0
38,507	138,184	0,0100708	0
38,508	138,184	0,00137329	0
38,509	138,184	-0,0138855	0
38,51	138,184	-0,0256348	0,011207135
38,511	138,184	-0,000762939	0
38,512	138,184	0,0160217	0,002708462
38,513	138,184	0,0187683	0,004714897
38,514	138,184	-0,0234985	0,009671486
38,515	138,184	-0,0422668	0,031267546
38,516	138,159	-0,022583	0,003441561
38,517	138,159	0,0154114	0,005524315
38,518	138,159	0,0213623	0,0113592
38,519	138,159	-0,00808716	0
38,52	138,159	-0,0157166	0
38,521	138,159	-0,0343323	0,018726697
38,522	138,159	0,0238037	0,016376573
38,523	138,159	0,0561523	0,054526716
38,524	138,159	0,0422668	0,032487189
38,525	138,159	0,0105286	0
38,526	138,135	-0,0184631	0,007320997
38,527	138,135	0,0219727	0,004940382
38,528	138,135	0,0311279	0,014817331
38,529	138,135	0,0285339	0,009387194
38,53	138,135	-0,00747681	0
38,531	138,135	-0,0180054	0,009535544
38,532	138,135	-0,0250244	0,016453521
38,533	138,11	-0,00488281	0
38,534	138,11	0,00213623	0
38,535	138,11	-0,0280762	0,017435353
38,536	138,11	-0,0437927	0,034728846
38,537	138,11	-0,0485229	0,037202881
38,538	138,11	0,00976563	0
38,539	138,086	0,0201416	0,011012272
38,54	138,086	0,00488281	0
38,541	138,086	-0,00778198	0
38,542	138,086	-0,0158691	0
38,543	138,086	0,00442505	0
38,544	138,062	0,0259399	0,016464671
38,545	138,062	0,0375366	0,028669403
38,546	138,062	-0,000457764	0
38,547	138,062	-0,00198364	0
38,548	138,062	-0,0180054	0,00346723
38,549	138,037	0,014801	0
38,55	138,037	0,0120544	0
38,551	138,037	-0,000457764	0
38,552	138,037	-0,0115967	0
38,553	138,013	-0,00976563	0
38,554	138,013	-0,00579834	0
38,555	138,013	0,0109863	0
38,556	138,013	0,00656128	0
38,557	138,013	-0,0209045	0,00676839
38,558	138,013	-0,0119019	0
38,559	137,988	-0,000915527	0
38,56	137,988	0,00671387	0
38,561	137,988	-0,00289917	0
38,562	137,988	-0,0108337	0
38,563	137,988	-0,0169373	0
38,564	137,988	-0,00442505	0
38,565	137,964	-0,0167847	0
38,566	137,964	0,000915527	0
38,567	137,964	0,0012207	0
38,568	137,964	0,0038147	0
38,569	137,964	0,00198364	0
38,57	137,964	0,0325012	0,023572249
38,571	137,964	0,0186157	0,003477649
38,572	137,964	0,00366211	0
38,573	137,964	-0,0128174	0
38,574	137,939	-0,000915527	0
38,575	137,939	0,00976563	0
38,576	137,939	0,014801	0
38,577	137,939	-0,0144958	0,000247156
38,578	137,939	-0,0328064	0,02186324
38,579	137,939	-0,0236511	0,00778877
38,58	137,939	-0,00183105	0
38,581	137,939	0,0213623	0,010146572
38,582	137,939	0,0306702	0,019887282
38,583	137,915	0,00183105	0
38,584	137,915	-0,0109863	0
38,585	137,915	0,000762939	0
38,586	137,915	0,0274658	0,014167242
38,587	137,915	0,0292969	0,014309326
38,588	137,915	0,0209045	0,001663108
38,589	137,915	-0,017395	0,0075724
38,59	137,915	-0,0286865	0,01995435
38,591	137,891	-0,0198364	0,00638132
38,592	137,891	0,0088501	0
38,593	137,891	0,00778198	0
38,594	137,891	0,000610352	0
38,595	137,891	-0,0250244	0,01245264
38,596	137,891	-0,0263977	0,012130206
38,597	137,891	-0,00686646	0
38,598	137,891	0,0190735	0,00708557
38,599	137,866	0,0218201	0,008816984
38,6	137,866	0,0192261	0,003763859
38,601	137,866	0,000915527	0
38,602	137,866	-0,00564575	0
38,603	137,866	0,00427246	0
38,604	137,866	0,0231934	0,00755838
38,605	137,842	0,0233459	0,006017461
38,606	137,842	0,0135803	0
38,607	137,842	-0,00167847	0
38,608	137,842	-0,0161743	0,005301074
38,609	137,842	-0,0213623	0,01019636
38,61	137,842	-0,00762939	0
38,611	137,817	-0,000152588	0
38,612	137,817	-0,00183105	0
38,613	137,817	-0,0140381	0
38,614	137,817	-0,0369263	0,02564809
38,615	137,817	-0,0402832	0,026976061
38,616	137,793	-0,0177002	0
38,617	137,793	0,0228882	0,015932256
38,618	137,793	0,0367737	0,031031441
38,619	137,793	0,0334167	0,023628791
38,62	137,793	0,00610352	0
38,621	137,769	-0,0157166	0,000952978
38,622	137,769	-0,0138855	0
38,623	137,769	0,0198364	0,005894768
38,624	137,769	0,0299072	0,016856251
38,625	137,769	0,0137329	0
38,626	137,769	-0,00671387	0
38,627	137,744	-0,0306702	0,021318651
38,628	137,744	-0,0288391	0,016433649
38,629	137,744	0,00335693	0
38,63	137,744	0,0320435	0,021575484
38,631	137,744	0,0192261	0,00294147
38,632	137,744	0,00289917	0
38,633	137,72	-0,0189209	0,006252307
38,634	137,72	-0,0202942	0,006319451
38,635	137,72	-0,00610352	0
38,636	137,72	0,0219727	0,008603135
38,637	137,72	0,0062561	0
38,638	137,72	-0,00854492	0
38,639	137,695	-0,0234985	0,009742093
38,64	137,695	-0,0263977	0,011497342
38,641	137,695	-0,0279236	0,011425681
38,642	137,695	0,00534058	0
38,643	137,695	0,01297	0,000903761
38,644	137,671	0,0144958	0,001497589
38,645	137,671	0,00411987	0
38,646	137,671	0,00320435	0
38,647	137,671	-0,0112915	0
38,648	137,671	0,0125122	0
38,649	137,671	0,0320435	0,020979084
38,65	137,671	0,0202942	0,003717667
38,651	137,671	-0,00350952	0
38,652	137,671	-0,0115967	0
38,653	137,671	-0,0286865	0,017447086
38,654	137,671	-0,0361633	0,024440217
38,655	137,671	-0,0109863	0
38,656	137,671	0,00183105	0
38,657	137,646	-0,0141907	0
38,658	137,646	-0,030365	0,013291569
38,659	137,646	-0,0279236	0,008148048
38,66	137,646	-0,0282288	0,006760954
38,661	137,646	-0,000610352	0
38,662	137,646	0,0358582	0,034435881
38,663	137,646	0,0495911	0,048181699
38,664	137,622	0,0317383	0,021581716
38,665	137,622	0,0178528	0,001612185
38,666	137,622	0,000305176	0
38,667	137,622	-0,00198364	0
38,668	137,622	0,0205994	0,004071781
38,669	137,598	0,0463867	0,034793432
38,67	137,598	0,025177	0,004838534
38,671	137,598	-0,00579834	0
38,672	137,598	-0,0230408	0,016024162
38,673	137,598	-0,0267029	0,018338323
38,674	137,598	-0,0260925	0,015166455
38,675	137,598	0,000915527	0
38,676	137,598	0,0161743	0
38,677	137,573	-0,000152588	0
38,678	137,573	-0,0230408	0,010323567
38,679	137,573	-0,0265503	0,012805156
38,68	137,573	-0,0172424	0
38,681	137,573	-0,00396729	0
38,682	137,573	0,0154114	0,002991431
38,683	137,573	0,0189209	0,005933711
38,684	137,573	0,00106812	0
38,685	137,573	-0,00793457	0
38,686	137,573	-0,0115967	0
38,687	137,573	0,0088501	0
38,688	137,573	0,0300598	0,018715327
38,689	137,549	0,0460815	0,036309896
38,69	137,549	0,0193787	0
38,691	137,549	-0,00686646	0
38,692	137,549	-0,0195313	0,009543346
38,693	137,549	-0,00900269	0
38,694	137,549	-0,00701904	0
38,695	137,549	0,00289917	0
38,696	137,549	0,00930786	0
38,697	137,549	-0,00350952	0
38,698	137,549	-0,0233459	0,011158726
38,699	137,524	-0,0256348	0,01206209
38,7	137,524	-0,0187683	0,001464445
38,701	137,524	-0,00595093	0
38,702	137,524	0,0184631	0,006680695
38,703	137,524	0,025177	0,013396672
38,704	137,524	0,00808716	0
38,705	137,524	0,000610352	0
38,706	137,524	0,00671387	0
38,707	137,5	0,00854492	0
38,708	137,5	0,0189209	0,001787516
38,709	137,5	0,0311279	0,015677316
38,71	137,5	0,0135803	0
38,711	137,5	-0,0151062	0,005079619
38,712	137,5	-0,0254822	0,01647382
38,713	137,476	-0,0222778	0,010176603
38,714	137,476	-0,0190735	0,004275176
38,715	137,476	-0,0012207	0
38,716	137,476	0,00747681	0
38,717	137,476	-0,00610352	0
38,718	137,476	-0,01297	0
38,719	137,476	0,000152588	0
38,72	137,451	0,00564575	0
38,721	137,451	0,0146484	0
38,722	137,451	0,0257874	0,012199671
38,723	137,451	0,0196838	0,002547006
38,724	137,451	-0,00564575	0
38,725	137,451	-0,0135803	0
38,726	137,451	-0,018158	0,004266873
38,727	137,427	-0,0193787	0,004268016
38,728	137,427	-0,00411987	0
38,729	137,427	0,0137329	0
38,73	137,427	-0,00274658	0
38,731	137,427	-0,0218201	0,006567707
38,732	137,427	-0,022583	0,005852034
38,733	137,427	-0,0218201	0,003274078
38,734	137,402	-0,0135803	0
38,735	137,402	0,0062561	0
38,736	137,402	0,00732422	0
38,737	137,402	-0,00930786	0
38,738	137,402	-0,0105286	0
38,739	137,402	-0,00442505	0
38,74	137,402	-0,0062561	0
38,741	137,378	0,0204468	0,011096064
38,742	137,378	0,0335693	0,025545366
38,743	137,378	0,0143433	0
38,744	137,378	-0,0166321	0,001239971
38,745	137,378	-0,0164795	0
38,746	137,378	-0,0137329	0
38,747	137,378	0,0180054	0,005575322
38,748	137,378	0,0569153	0,052605752
38,749	137,378	0,0559998	0,046899423
38,75	137,378	0,0262451	0,005502633
38,751	137,378	0,0146484	0
38,752	137,378	0,00610352	0
38,753	137,354	-0,0050354	0
38,754	137,354	0	0
38,755	137,354	-0,00640869	0
38,756	137,354	-0,0370789	0,033218349
38,757	137,354	-0,0610352	0,059819916
38,758	137,354	-0,0686646	0,064341433
38,759	137,354	-0,0704956	0,061330854
38,76	137,354	-0,0358582	0,012923936
38,761	137,329	0,0106812	0,007318986
38,762	137,329	0,0219727	0,019716858
38,763	137,329	0,00228882	0
38,764	137,329	-0,00869751	0
38,765	137,329	-0,0112915	0
38,766	137,329	0,00564575	0
38,767	137,329	0,0357056	0,032996915
38,768	137,329	0,0306702	0,02337277
38,769	137,305	0,00671387	0
38,77	137,305	-0,0126648	0
38,771	137,305	-0,0149536	0
38,772	137,305	-0,0132751	0
38,773	137,305	0,0164795	0,004964017
38,774	137,305	0,0396729	0,032387232
38,775	137,305	0,045166	0,03596202
38,776	137,305	0,0344849	0,019094448
38,777	137,305	0,0187683	0
38,778	137,305	-0,00686646	0
38,779	137,305	-0,00335693	0
38,78	137,28	0,0166321	0
38,781	137,28	0,00656128	0
38,782	137,28	-0,0192261	0,010909622
38,783	137,28	-0,0468445	0,043490513
38,784	137,28	-0,0584412	0,053997161
38,785	137,28	-0,0421143	0,028939158
38,786	137,28	0,00579834	0
38,787	137,28	0,0245667	0,016605714
38,788	137,28	0,0209045	0,009727959
38,789	137,256	0,0172424	0,003282472
38,79	137,256	0,0247192	0,011165591
38,791	137,256	0,0163269	0
38,792	137,256	0,0213623	0,003835249
38,793	137,256	0,0280762	0,010730011
38,794	137,256	0,0134277	0
38,795	137,231	-0,0128174	0,002976828
38,796	137,231	-0,0408936	0,036628402
38,797	137,231	-0,0672913	0,066067459
38,798	137,231	-0,0553894	0,045782306
38,799	137,231	-0,00335693	0
38,8	137,231	0,0239563	0,017319948
38,801	137,207	0,0202942	0,010397442
38,802	137,207	0,00854492	0
38,803	137,207	0,0117493	0
38,804	137,207	0,0132751	0
38,805	137,207	0,0424194	0,033095265
38,806	137,207	0,0569153	0,047879066
38,807	137,207	0,0389099	0,021107349
38,808	137,207	0,00717163	0
38,809	137,207	-0,0117493	0,00472735
38,81	137,207	-0,0289917	0,024726684
38,811	137,207	-0,0201416	0,010853799
38,812	137,183	0,0120544	0
38,813	137,183	0,0260925	0,008165555
38,814	137,183	0,00961304	0
38,815	137,183	-0,0100708	0
38,816	137,183	-0,0193787	0,009602704
38,817	137,183	-0,0268555	0,017088712
38,818	137,183	0,0012207	0
38,819	137,183	0,0238037	0,008544473
38,82	137,158	0,0160217	0
38,821	137,158	-0,0141907	0,001811645
38,822	137,158	-0,025177	0,014174054
38,823	137,158	-0,0271606	0,014506335
38,824	137,158	-0,0285339	0,014054863
38,825	137,134	-0,00991821	0
38,826	137,134	0,0123596	0
38,827	137,134	0,00793457	0
38,828	137,134	-0,000152588	0
38,829	137,134	-0,00320435	0
38,83	137,134	-0,00686646	0
38,831	137,109	-0,00106812	0
38,832	137,109	0,0146484	0,000858381
38,833	137,109	0,0250244	0,012517811
38,834	137,109	0,00183105	0
38,835	137,109	-0,00656128	0
38,836	137,109	-0,0106812	0
38,837	137,109	-0,0244141	0,009985379
38,838	137,109	-0,0334167	0,019354592
38,839	137,109	-0,019989	9,72448E-05
38,84	137,109	-0,0062561	0
38,841	137,085	-0,0138855	0
38,842	137,085	-0,0157166	0
38,843	137,085	-0,0111389	0
38,844	137,085	-0,00259399	0
38,845	137,085	0,0195313	0,012245733
38,846	137,085	0,0440979	0,040927924
38,847	137,085	0,0428772	0,035573835
38,848	137,061	0,0331116	0,019875028
38,849	137,061	0,030365	0,013936356
38,85	137,061	0,0283813	0,009324447
38,851	137,061	0,00671387	0
38,852	137,061	-0,00473022	0
38,853	137,061	-0,0138855	0,004501146
38,854	137,036	-0,0244141	0,016122444
38,855	137,036	-0,0315857	0,022817304
38,856	137,036	-0,0309753	0,019364013
38,857	137,036	-0,0309753	0,016890699
38,858	137,036	-0,0326538	0,016670913
38,859	137,036	-0,0126648	0
38,86	137,036	-0,00289917	0
38,861	137,012	0,0038147	0
38,862	137,012	0,00549316	0
38,863	137,012	0,0192261	0,009314886
38,864	137,012	0,0260925	0,016055978
38,865	137,012	0,0161743	0,001392764
38,866	137,012	0,00396729	0
38,867	137,012	-0,00411987	0
38,868	137,012	0,0012207	0
38,869	137,012	0,010376	0
38,87	136,987	0,0175476	0,000926878
38,871	136,987	0,00793457	0
38,872	136,987	-0,00549316	0
38,873	136,987	-0,00671387	0
38,874	136,987	-0,00183105	0
38,875	136,987	-0,00946045	0
38,876	136,987	-0,0183105	0,003351771
38,877	136,987	-0,0228882	0,007606661
38,878	136,963	-0,0263977	0,010258959
38,879	136,963	-0,0270081	0,009120732
38,88	136,963	-0,0157166	0
38,881	136,963	-0,00656128	0
38,882	136,963	-0,0102234	0
38,883	136,963	-0,00579834	0
38,884	136,938	-0,00183105	0
38,885	136,938	-0,00320435	0
38,886	136,938	-0,00228882	0
38,887	136,938	0,00961304	0
38,888	136,938	0,0177002	0,007792055
38,889	136,938	0,027771	0,018634329
38,89	136,938	0,0360107	0,026506487
38,891	136,938	0,0305176	0,016718024
38,892	136,914	0,0114441	0
38,893	136,914	0,0204468	0,001158387
38,894	136,914	0,0265503	0,007458341
38,895	136,914	0,0213623	0
38,896	136,914	0,00564575	0
38,897	136,914	-0,0114441	0,002868339
38,898	136,914	-0,0320435	0,027180729
38,899	136,914	-0,0375366	0,031082652
38,9	136,89	-0,0146484	0
38,901	136,89	-0,0102234	0
38,902	136,89	-0,014801	0
38,903	136,89	-0,014801	0
38,904	136,89	-0,00717163	0
38,905	136,89	-0,00839233	0
38,906	136,89	0,01297	0,000183217
38,907	136,89	0,0296021	0,019705193
38,908	136,89	0,0292969	0,016828942
38,909	136,865	0,0190735	0,001735662
38,91	136,865	0,0157166	0
38,911	136,865	0,00732422	0
38,912	136,865	-0,00274658	0
38,913	136,865	0,01297	0
38,914	136,865	0,025177	0,006455338
38,915	136,865	0,0108337	0
38,916	136,865	-0,0038147	0
38,917	136,865	-0,00808716	0
38,918	136,865	-0,0120544	0,000396151
38,919	136,841	-0,0114441	0
38,92	136,841	-0,00701904	0
38,921	136,841	-0,00961304	0
38,922	136,841	-0,0259399	0,01369459
38,923	136,841	-0,0256348	0,011196121
38,924	136,841	-0,0219727	0,004658386
38,925	136,841	-0,0167847	0
38,926	136,841	-0,00198364	0
38,927	136,841	0,0119019	9,51343E-05
38,928	136,841	0,0154114	0,003219395
38,929	136,841	0,00930786	0
38,93	136,841	0,00473022	0
38,931	136,816	0,00732422	0
38,932	136,816	0,0253296	0,012151175
38,933	136,816	0,0326538	0,019286307
38,934	136,816	0,0297546	0,013193875
38,935	136,816	0,00656128	0
38,936	136,816	-0,0187683	0,009678372
38,937	136,816	-0,0402832	0,03470725
38,938	136,816	-0,0291443	0,017346267
38,939	136,792	0,00244141	0
38,94	136,792	0,00442505	0
38,941	136,792	-0,010376	0
38,942	136,792	-0,0186157	0,001771248
38,943	136,792	-0,0247192	0,008032695
38,944	136,792	-0,0341797	0,018096974
38,945	136,792	0,00213623	0
38,946	136,792	0,0439453	0,041344035
38,947	136,792	0,0471497	0,041495176
38,948	136,792	0,0189209	0,00234532
38,949	136,792	0,00213623	0
38,95	136,792	-0,0125122	0
38,951	136,792	-0,0062561	0
38,952	136,792	0,0224304	0,007072517
38,953	136,768	0,042572	0,030548501
38,954	136,768	0,0283813	0,00963407
38,955	136,768	-0,014801	0,006205769
38,956	136,768	-0,0393677	0,035267587
38,957	136,768	-0,0364685	0,028171022
38,958	136,768	-0,0149536	0
38,959	136,768	-0,00274658	0
38,96	136,743	0,000610352	0
38,961	136,743	-0,00183105	0
38,962	136,743	-0,0285339	0,014071943
38,963	136,743	-0,0437927	0,03100464
38,964	136,743	-0,0233459	0,002241424
38,965	136,743	0,0152588	0,007411921
38,966	136,743	0,0236511	0,016179954
38,967	136,743	0,0341797	0,027067451
38,968	136,743	0,0166321	0,002175615
38,969	136,743	0,00915527	0
38,97	136,719	0,00152588	0
38,971	136,719	0,020752	0,005139394
38,972	136,719	0,0190735	0,001461714
38,973	136,719	0,0154114	0
38,974	136,719	-0,00518799	0
38,975	136,719	-0,0236511	0,013565573
38,976	136,719	-0,0311279	0,020802586
38,977	136,694	-0,0219727	0,006794884
38,978	136,694	-0,0109863	0
38,979	136,694	-0,00793457	0
38,98	136,694	-0,0131226	0
38,981	136,694	-0,0308228	0,01421795
38,982	136,694	-0,0109863	0
38,983	136,694	0,0112915	0,001031837
38,984	136,694	0,0296021	0,022598618
38,985	136,694	0,0154114	0,002183693
38,986	136,694	0,00823975	0
38,987	136,694	-0,0195313	0,00363153
38,988	136,67	-0,012207	0
38,989	136,67	0,0115967	0
38,99	136,67	0,0468445	0,040534747
38,991	136,67	0,027771	0,012889362
38,992	136,67	0,0108337	0
38,993	136,67	-0,0209045	0,010627918
38,994	136,67	-0,0346375	0,025869759
38,995	136,67	-0,0302124	0,017456302
38,996	136,646	0,00808716	0
38,997	136,646	0,0285339	0,017527559
38,998	136,646	0,0283813	0,014978883
38,999	136,646	-0,00930786	0
39	136,646	-0,0482178	0,042067377
39,001	136,621	-0,0453186	0,034543569
39,002	136,621	-0,0183105	0
39,003	136,621	-0,00335693	0
39,004	136,621	0,00305176	0
39,005	136,621	0,0117493	0,000510277
39,006	136,621	-0,00320435	0
39,007	136,597	-0,012207	0
39,008	136,597	-0,00350952	0
39,009	136,597	0,0300598	0,02270264
39,01	136,597	0,032196	0,022689804
39,011	136,597	0,0279236	0,014667025
39,012	136,597	0,00259399	0
39,013	136,572	-0,00640869	0
39,014	136,572	0,00366211	0
39,015	136,572	0,0245667	0,008725194
39,016	136,572	0,0114441	0
39,017	136,572	-0,000762939	0
39,018	136,572	-0,025177	0,015580646
39,019	136,572	-0,0398254	0,031655548
39,02	136,572	-0,0392151	0,027647059
39,021	136,548	0,00686646	0
39,022	136,548	0,0309753	0,022271107
39,023	136,548	0,0273132	0,01503751
39,024	136,548	0,00701904	0
39,025	136,548	-0,00518799	0
39,026	136,548	-0,0100708	0
39,027	136,548	0,00869751	0
39,028	136,523	0,0318909	0,01881889
39,029	136,523	0,0393677	0,025725827
39,03	136,523	0,0285339	0,009310539
39,031	136,523	0,00518799	0
39,032	136,523	-0,0160217	0,008117936
39,033	136,499	-0,0270081	0,020084234
39,034	136,499	-0,00869751	0
39,035	136,499	0,00671387	0
39,036	136,499	0,00549316	0
39,037	136,499	-0,0273132	0,017599491
39,038	136,499	-0,0366211	0,02687192
39,039	136,475	-0,0309753	0,016869621
39,04	136,475	-0,00778198	0
39,041	136,475	0,00335693	0
39,042	136,475	0,0267029	0,017346777
39,043	136,475	0,0234985	0,01099471
39,044	136,475	0,00717163	0
39,045	136,475	-0,00778198	0
39,046	136,475	0,00930786	0
39,047	136,45	0,0233459	0,008261205
39,048	136,45	0,0308228	0,015831626
39,049	136,45	0,0306702	0,013389509
39,05	136,45	0,00991821	0
39,051	136,45	-0,0187683	0,010842792
39,052	136,45	-0,0367737	0,031411632
39,053	136,45	-0,0379944	0,029707219
39,054	136,45	-0,025177	0,010562272
39,055	136,45	0,00259399	0
39,056	136,426	0,014801	0,000949013
39,057	136,426	0,00350952	0
39,058	136,426	-0,0216675	0,006299609
39,059	136,426	-0,0260925	0,010178405
39,06	136,426	-0,0215149	0,00256024
39,061	136,426	-0,00701904	0
39,062	136,426	0,0111389	0
39,063	136,401	0,0238037	0,014447327
39,064	136,401	0,0227356	0,010947812
39,065	136,401	0,00961304	0
39,066	136,401	-0,000610352	0
39,067	136,401	-0,00167847	0
39,068	136,401	0,0177002	0,00211942
39,069	136,401	0,0218201	0,005879491
39,07	136,401	0,0178528	0
39,071	136,401	0,00961304	0
39,072	136,401	0	0
39,073	136,377	-0,0161743	0,004644087
39,074	136,377	-0,012207	0
39,075	136,377	0,00808716	0
39,076	136,377	0,00198364	0
39,077	136,377	-0,0193787	0,006501082
39,078	136,377	-0,03479	0,024100095
39,079	136,377	-0,0193787	0,002065079
39,08	136,377	0,000305176	0
39,081	136,377	0,00976563	0
39,082	136,377	0,00152588	0
39,083	136,377	-0,00396729	0
39,084	136,377	-0,0209045	0,003890401
39,085	136,377	-0,0257874	0,008492948
39,086	136,377	-0,00595093	0
39,087	136,377	0,022583	0,013880143
39,088	136,377	0,0263977	0,016519766
39,089	136,377	0,0248718	0,012317786
39,09	136,377	0,00473022	0
39,091	136,377	-0,00854492	0
39,092	136,377	-0,010376	0
39,093	136,377	-0,00137329	0
39,094	136,377	0,00396729	0
39,095	136,377	-0,00350952	0
39,096	136,377	-0,0218201	0,006820608
39,097	136,377	-0,0352478	0,021920044
39,098	136,377	-0,0296021	0,012229005
39,099	136,377	-0,0137329	0
39,1	136,401	0,0038147	0
39,101	136,401	0,00717163	0
39,102	136,401	-0,00549316	0
39,103	136,401	-0,0175476	0
39,104	136,401	-0,00991821	0
39,105	136,426	0,0146484	0,005451004
39,106	136,426	0,0375366	0,032462121
39,107	136,426	0,0434875	0,036604453
39,108	136,45	0,0331116	0,020078016
39,109	136,45	0,0151062	0
39,11	136,45	-0,00152588	0
39,111	136,475	-0,00457764	0
39,112	136,475	0,0108337	0
39,113	136,475	0,0190735	0
39,114	136,475	0,0111389	0
39,115	136,499	-0,00701904	0
39,116	136,499	-0,0167847	0,006136915
39,117	136,499	-0,0222778	0,011361059
39,118	136,523	-0,00305176	0
39,119	136,523	0,0169373	0
39,12	136,523	0,0230408	0,006339885
39,121	136,548	0,00808716	0
39,122	136,548	-0,0106812	0
39,123	136,548	-0,0300598	0,02094621
39,124	136,572	-0,0259399	0,013223609
39,125	136,572	-0,0161743	0
39,126	136,597	-0,0131226	0
39,127	136,597	-0,0210571	0,002968315
39,128	136,597	-0,0202942	0,000571548
39,129	136,621	-0,0233459	0,003093625
39,13	136,621	-0,0253296	0,004122235
39,131	136,621	-0,00900269	0
39,132	136,646	0,0108337	0,002735636
39,133	136,646	0,025177	0,019236239
39,134	136,67	0,0244141	0,015817329
39,135	136,67	0,0138855	0,00040611
39,136	136,694	0,00366211	0
39,137	136,694	0,0151062	0,00025118
39,138	136,694	0,0294495	0,016907886
39,139	136,719	0,0315857	0,017259145
39,14	136,719	0,0180054	0
39,141	136,719	0,00473022	0
39,142	136,743	-0,010376	0
39,143	136,743	-0,0161743	0,004749793
39,144	136,743	-0,0131226	0
39,145	136,768	-0,00366211	0
39,146	136,768	-0,00274658	0
39,147	136,768	-0,00671387	0
39,148	136,792	-0,00839233	0
39,149	136,792	-0,00106812	0
39,15	136,792	0,0144958	0
39,151	136,816	0,0299072	0,016519562
39,152	136,816	0,0318909	0,016704595
39,153	136,816	0,0192261	0
39,154	136,841	0,00457764	0
39,155	136,841	-0,00411987	0
39,156	136,865	-0,00305176	0
39,157	136,865	0,00793457	0
39,158	136,865	0,0115967	0
39,159	136,89	0,00289917	0
39,16	136,89	-0,0163269	0,006343302
39,161	136,89	-0,0292969	0,020900604
39,162	136,914	-0,0378418	0,029011868
39,163	136,914	-0,0262451	0,011436486
39,164	136,914	-0,00442505	0
39,165	136,938	0,00747681	0
39,166	136,938	-0,000305176	0
39,167	136,938	-0,0117493	0
39,168	136,938	-0,0141907	0
39,169	136,963	-0,0050354	0
39,17	136,963	0,0143433	0,002263861
39,171	136,963	0,0236511	0,012499731
39,172	136,963	0,0160217	0,000920963
39,173	136,963	-0,000762939	0
39,174	136,987	-0,0100708	0
39,175	136,987	-0,0172424	0,001075349
39,176	136,987	-0,00411987	0
39,177	136,987	0,0120544	0
39,178	136,987	0,0187683	0,004399408
39,179	136,987	0,00900269	0
39,18	137,012	-0,00534058	0
39,181	137,012	-0,0236511	0,010328795
39,182	137,012	-0,0209045	0,00498993
39,183	137,012	0,00396729	0
39,184	137,012	0,0180054	0,00473569
39,185	137,012	0,00915527	0
39,186	137,012	-0,00747681	0
39,187	137,012	-0,0236511	0,009057899
39,188	137,012	-0,0294495	0,014480137
39,189	137,012	-0,0108337	0
39,19	137,012	0,0166321	0,005856561
39,191	137,012	0,0254822	0,015294571
39,192	137,012	0,0215149	0,008117822
39,193	136,987	0,0167847	0,000438377
39,194	136,987	0,00717163	0
39,195	136,987	-0,00137329	0
39,196	136,987	0,00762939	0
39,197	136,987	0,0144958	0
39,198	136,963	0,00610352	0
39,199	136,963	-0,00473022	0
39,2	136,963	-0,0161743	0,0033503
39,201	136,963	-0,0259399	0,014090158
39,202	136,963	-0,0190735	0,00336521
39,203	136,938	0,00183105	0
39,204	136,938	0,00473022	0
39,205	136,938	-0,0038147	0
39,206	136,914	-0,00778198	0
39,207	136,914	-0,00747681	0
39,208	136,914	-0,012207	0
39,209	136,914	0,00259399	0
39,21	136,89	0,0169373	0,003985094
39,211	136,89	0,0119019	0
39,212	136,89	-0,00869751	0
39,213	136,865	-0,018158	0,001743012
39,214	136,865	-0,0209045	0,003809983
39,215	136,841	-0,0166321	0
39,216	136,841	0,00244141	0
39,217	136,841	0,0167847	0,005365451
39,218	136,816	0,0138855	0,000147693
39,219	136,816	0,00518799	0
39,22	136,792	0,000152588	0
39,221	136,792	-0,00671387	0
39,222	136,768	-0,00595093	0
39,223	136,768	0,00640869	0
39,224	136,743	0,0114441	0
39,225	136,743	-0,00274658	0
39,226	136,719	-0,00442505	0
39,227	136,719	-0,00762939	0
39,228	136,694	-0,00686646	0
39,229	136,694	-0,000305176	0
39,23	136,67	0,0250244	0,01293558
39,231	136,67	0,0320435	0,019640052
39,232	136,646	0,020752	0,003035019
39,233	136,646	0,00915527	0
39,234	136,621	0,00244141	0
39,235	136,597	-0,00137329	0
39,236	136,597	0,00244141	0
39,237	136,572	0,00778198	0
39,238	136,572	-0,00320435	0
39,239	136,548	-0,0138855	0,00137402
39,24	136,523	-0,0233459	0,011856551
39,241	136,523	-0,0292969	0,017293695
39,242	136,499	-0,0350952	0,022198338
39,243	136,499	-0,017395	0
39,244	136,475	-0,00335693	0
39,245	136,475	-0,00640869	0
39,246	136,45	-0,00991821	0
39,247	136,45	-0,0102234	0
39,248	136,426	-0,0038147	0
39,249	136,426	-0,00473022	0
39,25	136,401	0,00991821	0
39,251	136,401	0,0146484	0,003386316
39,252	136,377	0,0140381	0,001154035
39,253	136,377	0,00991821	0
39,254	136,353	0,0050354	0
